ticket_id,customer_id,technician_id,node_id,priority,status,issue_type,date_created,date_resolved
TICK00488,CUST0072,TECH0003,NODE0111,Critical,Closed,Service Outage,2023-11-21 00:00:00,2023-12-08 00:00:00
TICK00489,CUST0106,TECH0104,NODE0094,Low,Resolved,Configuration,2024-03-06 00:00:00,2024-03-31 00:00:00
TICK00490,CUST0161,TECH0164,NODE0193,Medium,Closed,Billing,2024-03-29 00:00:00,2024-03-30 00:00:00
TICK00491,CUST0140,TECH0137,NODE0137,High,Open,Connectivity,2023-10-23 00:00:00,
TICK00492,CUST0089,TECH0120,NODE0039,Critical,In Progress,Hardware Failure,2024-02-14 00:00:00,
TICK00493,CUST0083,TECH0119,NODE0120,Low,Open,Service Outage,2023-10-26 00:00:00,
TICK00494,CUST0029,TECH0176,NODE0092,Medium,Resolved,Configuration,2023-11-12 00:00:00,2023-11-23 00:00:00
TICK00495,CUST0134,TECH0144,NODE0057,High,Open,Billing,2024-03-26 00:00:00,
TICK00496,CUST0090,TECH0026,NODE0199,Critical,In Progress,Connectivity,2023-11-13 00:00:00,
TICK00497,CUST0087,TECH0144,NODE0013,Low,Resolved,Hardware Failure,2024-03-22 00:00:00,2024-03-26 00:00:00
TICK00498,CUST0036,TECH0101,NODE0097,Medium,In Progress,Service Outage,2024-02-05 00:00:00,
TICK00499,CUST0150,TECH0092,NODE0105,High,In Progress,Configuration,2024-03-02 00:00:00,
TICK00500,CUST0164,TECH0032,NODE0054,Critical,Open,Billing,2023-12-04 00:00:00,
TICK00501,CUST0145,TECH0106,NODE0117,Low,In Progress,Connectivity,2024-01-21 00:00:00,
TICK00502,CUST0057,TECH0008,NODE0145,Medium,Open,Hardware Failure,2024-03-02 00:00:00,
TICK00503,CUST0133,TECH0082,NODE0018,High,Resolved,Service Outage,2023-12-04 00:00:00,2023-12-28 00:00:00
TICK00504,CUST0181,TECH0102,NODE0113,Critical,In Progress,Configuration,2023-11-06 00:00:00,
TICK00505,CUST0167,TECH0046,NODE0108,Low,In Progress,Billing,2024-03-10 00:00:00,
TICK00506,CUST0036,TECH0191,NODE0060,Medium,Closed,Connectivity,2023-10-13 00:00:00,2023-11-05 00:00:00
TICK00507,CUST0159,TECH0165,NODE0066,High,Resolved,Hardware Failure,2023-10-17 00:00:00,2023-11-10 00:00:00
TICK00508,CUST0028,TECH0027,NODE0089,Critical,Resolved,Service Outage,2023-11-24 00:00:00,2023-11-25 00:00:00
TICK00509,CUST0160,TECH0034,NODE0089,Low,In Progress,Configuration,2023-10-13 00:00:00,
TICK00510,CUST0104,TECH0094,NODE0025,Medium,In Progress,Billing,2023-10-17 00:00:00,
TICK00511,CUST0184,TECH0076,NODE0176,High,Open,Connectivity,2023-11-14 00:00:00,
TICK00512,CUST0077,TECH0130,NODE0046,Critical,Open,Hardware Failure,2023-12-05 00:00:00,
TICK00513,CUST0200,TECH0165,NODE0172,Low,Closed,Service Outage,2023-12-22 00:00:00,2024-01-21 00:00:00
TICK00514,CUST0029,TECH0002,NODE0072,Medium,Open,Configuration,2024-01-28 00:00:00,
TICK00515,CUST0040,TECH0152,NODE0091,High,Closed,Billing,2024-02-17 00:00:00,2024-03-01 00:00:00
TICK00516,CUST0091,TECH0124,NODE0088,Critical,In Progress,Connectivity,2023-11-17 00:00:00,
TICK00517,CUST0112,TECH0142,NODE0073,Low,Open,Hardware Failure,2024-02-27 00:00:00,
TICK00518,CUST0016,TECH0025,NODE0168,Medium,In Progress,Service Outage,2024-01-28 00:00:00,
TICK00519,CUST0037,TECH0166,NODE0193,High,Open,Configuration,2024-02-07 00:00:00,
TICK00520,CUST0199,TECH0050,NODE0127,Critical,Resolved,Billing,2023-11-27 00:00:00,2023-12-04 00:00:00
TICK00521,CUST0135,TECH0120,NODE0181,Low,Closed,Connectivity,2024-02-03 00:00:00,2024-02-07 00:00:00
TICK00522,CUST0134,TECH0200,NODE0084,Medium,In Progress,Hardware Failure,2023-11-27 00:00:00,
TICK00523,CUST0182,TECH0112,NODE0176,High,In Progress,Service Outage,2023-11-05 00:00:00,
TICK00524,CUST0184,TECH0101,NODE0056,Critical,Resolved,Configuration,2024-03-01 00:00:00,2024-03-09 00:00:00
TICK00525,CUST0013,TECH0186,NODE0085,Low,In Progress,Billing,2023-10-29 00:00:00,
TICK00526,CUST0181,TECH0036,NODE0192,Medium,In Progress,Connectivity,2024-03-22 00:00:00,
TICK00527,CUST0190,TECH0125,NODE0076,High,Resolved,Hardware Failure,2024-01-14 00:00:00,2024-02-08 00:00:00
TICK00528,CUST0150,TECH0116,NODE0024,Critical,Resolved,Service Outage,2024-01-25 00:00:00,2024-02-11 00:00:00
TICK00529,CUST0052,TECH0199,NODE0116,Low,Open,Configuration,2023-12-29 00:00:00,
TICK00530,CUST0063,TECH0153,NODE0018,Medium,Resolved,Billing,2024-02-02 00:00:00,2024-02-05 00:00:00
TICK00531,CUST0076,TECH0189,NODE0139,High,In Progress,Connectivity,2024-01-23 00:00:00,
TICK00532,CUST0034,TECH0051,NODE0074,Critical,Open,Hardware Failure,2024-02-22 00:00:00,
TICK00533,CUST0141,TECH0018,NODE0121,Low,Resolved,Service Outage,2024-03-05 00:00:00,2024-03-29 00:00:00
TICK00534,CUST0085,TECH0054,NODE0096,Medium,Closed,Configuration,2024-01-19 00:00:00,2024-02-01 00:00:00
TICK00535,CUST0002,TECH0176,NODE0070,High,Open,Billing,2024-01-22 00:00:00,
TICK00536,CUST0046,TECH0169,NODE0123,Critical,Open,Connectivity,2023-10-23 00:00:00,
TICK00537,CUST0092,TECH0198,NODE0032,Low,In Progress,Hardware Failure,2023-10-09 00:00:00,
TICK00538,CUST0165,TECH0036,NODE0164,Medium,Open,Service Outage,2024-03-13 00:00:00,
TICK00539,CUST0198,TECH0163,NODE0007,High,Open,Configuration,2024-02-10 00:00:00,
TICK00540,CUST0175,TECH0133,NODE0169,Critical,In Progress,Billing,2024-03-28 00:00:00,
TICK00541,CUST0099,TECH0060,NODE0065,Low,In Progress,Connectivity,2024-03-29 00:00:00,
TICK00542,CUST0082,TECH0157,NODE0117,Medium,In Progress,Hardware Failure,2023-12-31 00:00:00,
TICK00543,CUST0022,TECH0027,NODE0189,High,In Progress,Service Outage,2024-01-21 00:00:00,
TICK00544,CUST0096,TECH0051,NODE0033,Critical,Resolved,Configuration,2023-11-26 00:00:00,2023-12-07 00:00:00
TICK00545,CUST0009,TECH0026,NODE0013,Low,In Progress,Billing,2024-03-25 00:00:00,
TICK00546,CUST0191,TECH0090,NODE0007,Medium,Resolved,Connectivity,2023-12-30 00:00:00,2024-01-10 00:00:00
TICK00547,CUST0157,TECH0109,NODE0106,High,Resolved,Hardware Failure,2023-12-06 00:00:00,2023-12-27 00:00:00
TICK00548,CUST0015,TECH0119,NODE0154,Critical,In Progress,Service Outage,2023-12-22 00:00:00,
TICK00549,CUST0200,TECH0133,NODE0003,Low,Resolved,Configuration,2023-11-30 00:00:00,2023-12-16 00:00:00
TICK00550,CUST0156,TECH0115,NODE0101,Medium,In Progress,Billing,2023-12-10 00:00:00,
TICK00551,CUST0083,TECH0038,NODE0073,High,Resolved,Connectivity,2023-10-01 00:00:00,2023-10-09 00:00:00
TICK00552,CUST0103,TECH0038,NODE0002,Critical,In Progress,Hardware Failure,2023-12-27 00:00:00,
TICK00553,CUST0150,TECH0184,NODE0089,Low,Open,Service Outage,2024-02-15 00:00:00,
TICK00554,CUST0140,TECH0023,NODE0072,Medium,Resolved,Configuration,2023-11-03 00:00:00,2023-11-29 00:00:00
TICK00555,CUST0003,TECH0090,NODE0129,High,Closed,Billing,2023-11-11 00:00:00,2023-12-03 00:00:00
TICK00556,CUST0185,TECH0181,NODE0119,Critical,Open,Connectivity,2023-11-20 00:00:00,
TICK00557,CUST0134,TECH0133,NODE0016,Low,Open,Hardware Failure,2024-01-18 00:00:00,
TICK00558,CUST0147,TECH0004,NODE0152,Medium,Closed,Service Outage,2024-03-15 00:00:00,2024-03-16 00:00:00
TICK00559,CUST0192,TECH0125,NODE0115,High,Open,Configuration,2024-01-02 00:00:00,
TICK00560,CUST0170,TECH0134,NODE0050,Critical,Resolved,Billing,2024-03-15 00:00:00,2024-03-31 00:00:00
TICK00561,CUST0192,TECH0089,NODE0043,Low,Resolved,Connectivity,2023-12-14 00:00:00,2023-12-31 00:00:00
TICK00562,CUST0057,TECH0098,NODE0083,Medium,Closed,Hardware Failure,2024-02-07 00:00:00,2024-03-07 00:00:00
TICK00563,CUST0018,TECH0074,NODE0017,High,Resolved,Service Outage,2024-01-22 00:00:00,2024-02-17 00:00:00
TICK00564,CUST0100,TECH0017,NODE0033,Critical,Resolved,Configuration,2024-01-01 00:00:00,2024-01-30 00:00:00
TICK00565,CUST0074,TECH0038,NODE0012,Low,Open,Billing,2023-11-06 00:00:00,
TICK00566,CUST0046,TECH0029,NODE0050,Medium,Open,Connectivity,2023-12-19 00:00:00,
TICK00567,CUST0144,TECH0117,NODE0132,High,Resolved,Hardware Failure,2024-03-05 00:00:00,2024-03-12 00:00:00
TICK00568,CUST0140,TECH0062,NODE0031,Critical,Closed,Service Outage,2023-10-21 00:00:00,2023-11-19 00:00:00
TICK00569,CUST0141,TECH0142,NODE0147,Low,Resolved,Configuration,2024-03-28 00:00:00,2024-03-31 00:00:00
TICK00570,CUST0033,TECH0179,NODE0007,Medium,In Progress,Billing,2023-10-01 00:00:00,
TICK00571,CUST0155,TECH0047,NODE0050,High,Open,Connectivity,2023-10-31 00:00:00,
TICK00572,CUST0135,TECH0069,NODE0164,Critical,Resolved,Hardware Failure,2023-11-29 00:00:00,2023-12-04 00:00:00
TICK00573,CUST0158,TECH0088,NODE0015,Low,In Progress,Service Outage,2023-11-21 00:00:00,
TICK00574,CUST0025,TECH0033,NODE0065,Medium,Open,Configuration,2024-01-05 00:00:00,
TICK00575,CUST0182,TECH0124,NODE0065,High,Resolved,Billing,2023-10-13 00:00:00,2023-10-22 00:00:00
TICK00576,CUST0016,TECH0049,NODE0185,Critical,Resolved,Connectivity,2024-02-20 00:00:00,2024-03-17 00:00:00
TICK00577,CUST0069,TECH0043,NODE0018,Low,In Progress,Hardware Failure,2023-10-05 00:00:00,
TICK00578,CUST0125,TECH0073,NODE0030,Medium,Closed,Service Outage,2024-03-14 00:00:00,2024-03-31 00:00:00
TICK00579,CUST0114,TECH0178,NODE0055,High,Resolved,Configuration,2024-02-22 00:00:00,2024-03-04 00:00:00
TICK00580,CUST0072,TECH0148,NODE0100,Critical,Resolved,Billing,2024-01-28 00:00:00,2024-02-19 00:00:00
TICK00581,CUST0194,TECH0181,NODE0149,Low,Closed,Connectivity,2024-02-29 00:00:00,2024-03-04 00:00:00
TICK00582,CUST0162,TECH0037,NODE0174,Medium,Closed,Hardware Failure,2023-11-13 00:00:00,2023-12-13 00:00:00
TICK00583,CUST0011,TECH0107,NODE0084,High,Closed,Service Outage,2023-11-12 00:00:00,2023-11-24 00:00:00
TICK00584,CUST0055,TECH0034,NODE0152,Critical,Resolved,Configuration,2024-03-12 00:00:00,2024-03-23 00:00:00
TICK00585,CUST0059,TECH0158,NODE0071,Low,Resolved,Billing,2023-12-19 00:00:00,2023-12-20 00:00:00
TICK00586,CUST0157,TECH0036,NODE0171,Medium,In Progress,Connectivity,2023-10-21 00:00:00,
TICK00587,CUST0129,TECH0154,NODE0044,High,Closed,Hardware Failure,2024-01-28 00:00:00,2024-02-26 00:00:00
TICK00588,CUST0182,TECH0037,NODE0024,Critical,In Progress,Service Outage,2024-02-01 00:00:00,
TICK00589,CUST0001,TECH0090,NODE0196,Low,In Progress,Configuration,2024-02-06 00:00:00,
TICK00590,CUST0069,TECH0178,NODE0075,Medium,Resolved,Billing,2024-02-04 00:00:00,2024-02-28 00:00:00
TICK00591,CUST0123,TECH0150,NODE0085,High,Resolved,Connectivity,2024-01-11 00:00:00,2024-02-05 00:00:00
TICK00592,CUST0188,TECH0116,NODE0159,Critical,Resolved,Hardware Failure,2023-10-06 00:00:00,2023-10-12 00:00:00
TICK00593,CUST0075,TECH0030,NODE0199,Low,In Progress,Service Outage,2023-11-08 00:00:00,
TICK00594,CUST0055,TECH0174,NODE0089,Medium,Open,Configuration,2023-10-13 00:00:00,
TICK00595,CUST0065,TECH0053,NODE0048,High,Open,Billing,2024-01-13 00:00:00,
TICK00596,CUST0063,TECH0116,NODE0033,Critical,Closed,Connectivity,2023-10-07 00:00:00,2023-10-27 00:00:00
TICK00597,CUST0138,TECH0058,NODE0114,Low,In Progress,Hardware Failure,2024-01-11 00:00:00,
TICK00598,CUST0037,TECH0159,NODE0011,Medium,Open,Service Outage,2023-12-31 00:00:00,
TICK00599,CUST0073,TECH0116,NODE0072,High,Resolved,Configuration,2023-12-15 00:00:00,2023-12-24 00:00:00
TICK00600,CUST0108,TECH0115,NODE0104,Critical,Resolved,Billing,2024-01-27 00:00:00,2024-02-14 00:00:00
TICK00601,CUST0057,TECH0126,NODE0030,Low,In Progress,Connectivity,2024-03-23 00:00:00,
TICK00602,CUST0050,TECH0194,NODE0151,Medium,Resolved,Hardware Failure,2023-11-29 00:00:00,2023-12-23 00:00:00
TICK00603,CUST0004,TECH0179,NODE0043,High,Open,Service Outage,2024-01-15 00:00:00,
TICK00604,CUST0007,TECH0034,NODE0147,Critical,Resolved,Configuration,2024-03-09 00:00:00,2024-03-12 00:00:00
TICK00605,CUST0014,TECH0158,NODE0067,Low,Closed,Billing,2024-02-29 00:00:00,2024-03-19 00:00:00
TICK00606,CUST0110,TECH0187,NODE0099,Medium,Resolved,Connectivity,2023-12-21 00:00:00,2023-12-23 00:00:00
TICK00607,CUST0151,TECH0156,NODE0059,High,Open,Hardware Failure,2023-10-25 00:00:00,
TICK00608,CUST0065,TECH0077,NODE0094,Critical,In Progress,Service Outage,2024-02-29 00:00:00,
TICK00609,CUST0018,TECH0188,NODE0046,Low,Resolved,Configuration,2024-03-21 00:00:00,2024-03-31 00:00:00
TICK00610,CUST0064,TECH0025,NODE0046,Medium,Open,Billing,2024-02-21 00:00:00,
TICK00611,CUST0169,TECH0150,NODE0114,High,In Progress,Connectivity,2023-12-20 00:00:00,
TICK00612,CUST0057,TECH0175,NODE0019,Critical,In Progress,Hardware Failure,2024-01-07 00:00:00,
TICK00613,CUST0169,TECH0032,NODE0171,Low,Open,Service Outage,2023-12-30 00:00:00,
TICK00614,CUST0183,TECH0172,NODE0082,Medium,Closed,Configuration,2024-03-03 00:00:00,2024-03-16 00:00:00
TICK00615,CUST0073,TECH0023,NODE0079,High,Open,Billing,2024-01-20 00:00:00,
TICK00616,CUST0014,TECH0186,NODE0078,Critical,Open,Connectivity,2024-01-27 00:00:00,
TICK00617,CUST0139,TECH0104,NODE0197,Low,Resolved,Hardware Failure,2023-12-31 00:00:00,2024-01-09 00:00:00
TICK00618,CUST0001,TECH0122,NODE0199,Medium,Resolved,Service Outage,2024-02-13 00:00:00,2024-02-23 00:00:00
TICK00619,CUST0099,TECH0158,NODE0123,High,Resolved,Configuration,2024-02-26 00:00:00,2024-03-17 00:00:00
TICK00620,CUST0028,TECH0194,NODE0109,Critical,Resolved,Billing,2023-10-18 00:00:00,2023-11-08 00:00:00
TICK00621,CUST0199,TECH0194,NODE0188,Low,In Progress,Connectivity,2024-03-15 00:00:00,
TICK00622,CUST0174,TECH0025,NODE0177,Medium,Resolved,Hardware Failure,2024-02-14 00:00:00,2024-02-24 00:00:00
TICK00623,CUST0004,TECH0130,NODE0041,High,In Progress,Service Outage,2023-11-03 00:00:00,
TICK00624,CUST0009,TECH0050,NODE0057,Critical,Resolved,Configuration,2024-03-25 00:00:00,2024-03-31 00:00:00
TICK00625,CUST0013,TECH0162,NODE0128,Low,Resolved,Billing,2024-01-24 00:00:00,2024-02-14 00:00:00
TICK00626,CUST0186,TECH0079,NODE0147,Medium,Resolved,Connectivity,2024-02-23 00:00:00,2024-03-11 00:00:00
TICK00627,CUST0143,TECH0106,NODE0011,High,In Progress,Hardware Failure,2024-01-02 00:00:00,
TICK00628,CUST0048,TECH0123,NODE0085,Critical,Closed,Service Outage,2024-03-18 00:00:00,2024-03-31 00:00:00
TICK00629,CUST0168,TECH0136,NODE0186,Low,Closed,Configuration,2024-03-19 00:00:00,2024-03-31 00:00:00
TICK00630,CUST0071,TECH0189,NODE0106,Medium,Resolved,Billing,2023-12-31 00:00:00,2024-01-15 00:00:00
TICK00631,CUST0134,TECH0064,NODE0157,High,Resolved,Connectivity,2024-01-28 00:00:00,2024-01-31 00:00:00
TICK00632,CUST0141,TECH0068,NODE0049,Critical,Open,Hardware Failure,2023-11-21 00:00:00,
TICK00633,CUST0101,TECH0167,NODE0182,Low,Open,Service Outage,2023-12-04 00:00:00,
TICK00634,CUST0135,TECH0084,NODE0130,Medium,Resolved,Configuration,2024-01-12 00:00:00,2024-02-04 00:00:00
TICK00635,CUST0158,TECH0061,NODE0085,High,Closed,Billing,2023-12-03 00:00:00,2023-12-27 00:00:00
TICK00636,CUST0119,TECH0069,NODE0013,Critical,In Progress,Connectivity,2024-03-15 00:00:00,
TICK00637,CUST0016,TECH0077,NODE0041,Low,Resolved,Hardware Failure,2023-12-25 00:00:00,2024-01-05 00:00:00
TICK00638,CUST0117,TECH0056,NODE0116,Medium,In Progress,Service Outage,2023-12-28 00:00:00,
TICK00639,CUST0112,TECH0043,NODE0066,High,Open,Configuration,2023-11-16 00:00:00,
TICK00640,CUST0073,TECH0018,NODE0109,Critical,In Progress,Billing,2023-12-15 00:00:00,
TICK00641,CUST0156,TECH0078,NODE0183,Low,Open,Connectivity,2023-11-03 00:00:00,
TICK00642,CUST0006,TECH0016,NODE0007,Medium,Open,Hardware Failure,2024-01-26 00:00:00,
TICK00643,CUST0028,TECH0194,NODE0125,High,In Progress,Service Outage,2024-03-13 00:00:00,
TICK00644,CUST0098,TECH0174,NODE0112,Critical,Closed,Configuration,2024-02-21 00:00:00,2024-03-19 00:00:00
TICK00645,CUST0106,TECH0184,NODE0004,Low,In Progress,Billing,2024-01-05 00:00:00,
TICK00646,CUST0017,TECH0139,NODE0174,Medium,In Progress,Connectivity,2023-11-05 00:00:00,
TICK00647,CUST0066,TECH0158,NODE0105,High,Resolved,Hardware Failure,2023-10-27 00:00:00,2023-10-28 00:00:00
TICK00648,CUST0087,TECH0072,NODE0007,Critical,Closed,Service Outage,2024-02-07 00:00:00,2024-02-13 00:00:00
TICK00649,CUST0066,TECH0109,NODE0155,Low,Resolved,Configuration,2023-11-17 00:00:00,2023-11-25 00:00:00
TICK00650,CUST0042,TECH0006,NODE0083,Medium,Closed,Billing,2023-10-27 00:00:00,2023-11-08 00:00:00
TICK00651,CUST0119,TECH0186,NODE0200,High,In Progress,Connectivity,2023-10-19 00:00:00,
TICK00652,CUST0074,TECH0042,NODE0197,Critical,In Progress,Hardware Failure,2024-03-14 00:00:00,
TICK00653,CUST0071,TECH0156,NODE0176,Low,Open,Service Outage,2023-11-08 00:00:00,
TICK00654,CUST0007,TECH0080,NODE0186,Medium,In Progress,Configuration,2023-10-08 00:00:00,
TICK00655,CUST0003,TECH0084,NODE0015,High,Closed,Billing,2024-01-31 00:00:00,2024-02-03 00:00:00
TICK00656,CUST0059,TECH0026,NODE0030,Critical,Resolved,Connectivity,2024-01-18 00:00:00,2024-02-16 00:00:00
TICK00657,CUST0141,TECH0069,NODE0028,Low,Resolved,Hardware Failure,2023-12-31 00:00:00,2024-01-03 00:00:00
TICK00658,CUST0181,TECH0037,NODE0095,Medium,Open,Service Outage,2023-10-14 00:00:00,
TICK00659,CUST0160,TECH0126,NODE0032,High,In Progress,Configuration,2024-02-18 00:00:00,
TICK00660,CUST0157,TECH0199,NODE0061,Critical,Open,Billing,2024-03-24 00:00:00,
TICK00661,CUST0097,TECH0032,NODE0172,Low,In Progress,Connectivity,2024-01-19 00:00:00,
TICK00662,CUST0143,TECH0051,NODE0080,Medium,In Progress,Hardware Failure,2023-12-03 00:00:00,
TICK00663,CUST0133,TECH0190,NODE0061,High,In Progress,Service Outage,2023-12-12 00:00:00,
TICK00664,CUST0079,TECH0164,NODE0146,Critical,Open,Configuration,2023-11-26 00:00:00,
TICK00665,CUST0088,TECH0075,NODE0130,Low,In Progress,Billing,2024-01-25 00:00:00,
TICK00666,CUST0150,TECH0090,NODE0060,Medium,Open,Connectivity,2024-03-26 00:00:00,
TICK00667,CUST0024,TECH0039,NODE0195,High,Resolved,Hardware Failure,2023-10-25 00:00:00,2023-11-18 00:00:00
TICK00668,CUST0098,TECH0087,NODE0082,Critical,In Progress,Service Outage,2023-10-21 00:00:00,
TICK00669,CUST0135,TECH0018,NODE0152,Low,Resolved,Configuration,2024-02-18 00:00:00,2024-03-06 00:00:00
TICK00670,CUST0097,TECH0157,NODE0031,Medium,In Progress,Billing,2023-10-03 00:00:00,
TICK00671,CUST0142,TECH0144,NODE0053,High,Resolved,Connectivity,2024-01-17 00:00:00,2024-01-28 00:00:00
TICK00672,CUST0167,TECH0059,NODE0103,Critical,Resolved,Hardware Failure,2023-10-20 00:00:00,2023-10-21 00:00:00
TICK00673,CUST0186,TECH0052,NODE0061,Low,Closed,Service Outage,2023-11-11 00:00:00,2023-12-05 00:00:00
TICK00674,CUST0190,TECH0057,NODE0141,Medium,Open,Configuration,2023-10-08 00:00:00,
TICK00675,CUST0105,TECH0019,NODE0060,High,In Progress,Billing,2023-10-06 00:00:00,
TICK00676,CUST0169,TECH0137,NODE0027,Critical,Open,Connectivity,2024-03-09 00:00:00,
TICK00677,CUST0175,TECH0093,NODE0069,Low,Resolved,Hardware Failure,2024-02-14 00:00:00,2024-02-28 00:00:00
TICK00678,CUST0148,TECH0157,NODE0066,Medium,In Progress,Service Outage,2023-12-13 00:00:00,
TICK00679,CUST0170,TECH0159,NODE0046,High,Resolved,Configuration,2023-12-26 00:00:00,2024-01-14 00:00:00
TICK00680,CUST0070,TECH0197,NODE0199,Critical,Open,Billing,2023-10-30 00:00:00,
TICK00681,CUST0010,TECH0093,NODE0129,Low,Resolved,Connectivity,2023-12-02 00:00:00,2023-12-11 00:00:00
TICK00682,CUST0077,TECH0127,NODE0179,Medium,In Progress,Hardware Failure,2024-03-19 00:00:00,
TICK00683,CUST0061,TECH0184,NODE0085,High,In Progress,Service Outage,2024-02-19 00:00:00,
TICK00684,CUST0161,TECH0060,NODE0109,Critical,Open,Configuration,2023-10-18 00:00:00,
TICK00685,CUST0025,TECH0047,NODE0176,Low,Resolved,Billing,2024-03-19 00:00:00,2024-03-31 00:00:00
TICK00686,CUST0167,TECH0043,NODE0098,Medium,Resolved,Connectivity,2024-02-10 00:00:00,2024-03-08 00:00:00
TICK00687,CUST0061,TECH0118,NODE0096,High,Closed,Hardware Failure,2023-11-30 00:00:00,2023-12-09 00:00:00
TICK00688,CUST0183,TECH0014,NODE0016,Critical,In Progress,Service Outage,2024-03-19 00:00:00,
TICK00689,CUST0027,TECH0051,NODE0183,Low,In Progress,Configuration,2023-12-06 00:00:00,
TICK00690,CUST0192,TECH0034,NODE0125,Medium,In Progress,Billing,2024-01-16 00:00:00,
TICK00691,CUST0080,TECH0041,NODE0197,High,In Progress,Connectivity,2023-11-03 00:00:00,
TICK00692,CUST0026,TECH0096,NODE0132,Critical,Open,Hardware Failure,2024-01-03 00:00:00,
TICK00693,CUST0174,TECH0020,NODE0163,Low,Closed,Service Outage,2023-11-25 00:00:00,2023-11-30 00:00:00
TICK00694,CUST0114,TECH0017,NODE0101,Medium,Resolved,Configuration,2024-03-05 00:00:00,2024-03-15 00:00:00
TICK00695,CUST0008,TECH0077,NODE0017,High,Open,Billing,2024-02-09 00:00:00,
TICK00696,CUST0032,TECH0199,NODE0123,Critical,In Progress,Connectivity,2024-02-18 00:00:00,
TICK00697,CUST0090,TECH0185,NODE0014,Low,Resolved,Hardware Failure,2024-02-18 00:00:00,2024-03-09 00:00:00
TICK00698,CUST0184,TECH0012,NODE0083,Medium,Open,Service Outage,2023-12-21 00:00:00,
TICK00699,CUST0167,TECH0104,NODE0196,High,In Progress,Configuration,2024-02-24 00:00:00,
TICK00700,CUST0110,TECH0048,NODE0097,Critical,Open,Billing,2023-11-23 00:00:00,
TICK00701,CUST0001,TECH0006,NODE0199,Low,Open,Connectivity,2023-11-03 00:00:00,
TICK00702,CUST0098,TECH0163,NODE0053,Medium,Resolved,Hardware Failure,2024-01-14 00:00:00,2024-02-08 00:00:00
TICK00703,CUST0100,TECH0059,NODE0079,High,Closed,Service Outage,2023-10-11 00:00:00,2023-10-24 00:00:00
TICK00704,CUST0139,TECH0090,NODE0048,Critical,Resolved,Configuration,2023-12-05 00:00:00,2024-01-02 00:00:00
TICK00705,CUST0073,TECH0068,NODE0084,Low,Closed,Billing,2024-03-03 00:00:00,2024-03-12 00:00:00
TICK00706,CUST0029,TECH0098,NODE0150,Medium,Open,Connectivity,2023-11-06 00:00:00,
TICK00707,CUST0136,TECH0082,NODE0124,High,Resolved,Hardware Failure,2023-10-17 00:00:00,2023-10-21 00:00:00
TICK00708,CUST0198,TECH0015,NODE0062,Critical,Closed,Service Outage,2024-03-08 00:00:00,2024-03-11 00:00:00
TICK00709,CUST0088,TECH0008,NODE0027,Low,Resolved,Configuration,2023-11-04 00:00:00,2023-11-20 00:00:00
TICK00710,CUST0200,TECH0028,NODE0117,Medium,Open,Billing,2023-11-30 00:00:00,
TICK00711,CUST0198,TECH0067,NODE0026,High,Open,Connectivity,2023-11-05 00:00:00,
TICK00712,CUST0137,TECH0068,NODE0178,Critical,Closed,Hardware Failure,2023-12-15 00:00:00,2023-12-27 00:00:00
TICK00713,CUST0007,TECH0173,NODE0089,Low,Open,Service Outage,2024-01-25 00:00:00,
TICK00714,CUST0140,TECH0126,NODE0175,Medium,Resolved,Configuration,2023-12-26 00:00:00,2024-01-16 00:00:00
TICK00715,CUST0061,TECH0146,NODE0127,High,In Progress,Billing,2024-03-27 00:00:00,
TICK00716,CUST0192,TECH0013,NODE0139,Critical,In Progress,Connectivity,2023-10-17 00:00:00,
TICK00717,CUST0100,TECH0080,NODE0044,Low,In Progress,Hardware Failure,2024-01-01 00:00:00,
TICK00718,CUST0127,TECH0039,NODE0178,Medium,Resolved,Service Outage,2024-03-13 00:00:00,2024-03-19 00:00:00
TICK00719,CUST0140,TECH0172,NODE0113,High,In Progress,Configuration,2024-03-22 00:00:00,
TICK00720,CUST0163,TECH0057,NODE0174,Critical,In Progress,Billing,2024-03-12 00:00:00,
TICK00721,CUST0043,TECH0002,NODE0164,Low,Resolved,Connectivity,2024-01-19 00:00:00,2024-02-14 00:00:00
TICK00722,CUST0118,TECH0039,NODE0038,Medium,Open,Hardware Failure,2024-03-20 00:00:00,
TICK00723,CUST0113,TECH0026,NODE0168,High,Closed,Service Outage,2023-12-26 00:00:00,2024-01-09 00:00:00
TICK00724,CUST0022,TECH0009,NODE0197,Critical,In Progress,Configuration,2024-02-26 00:00:00,
TICK00725,CUST0097,TECH0042,NODE0077,Low,Open,Billing,2024-01-07 00:00:00,
TICK00726,CUST0177,TECH0111,NODE0104,Medium,Closed,Connectivity,2024-01-21 00:00:00,2024-02-16 00:00:00
TICK00727,CUST0145,TECH0123,NODE0143,High,In Progress,Hardware Failure,2024-01-20 00:00:00,
TICK00728,CUST0103,TECH0051,NODE0157,Critical,In Progress,Service Outage,2023-10-19 00:00:00,
TICK00729,CUST0011,TECH0112,NODE0163,Low,Resolved,Configuration,2024-03-22 00:00:00,2024-03-31 00:00:00
TICK00730,CUST0014,TECH0044,NODE0005,Medium,Closed,Billing,2024-01-02 00:00:00,2024-01-22 00:00:00
TICK00731,CUST0017,TECH0047,NODE0042,High,Closed,Connectivity,2023-11-24 00:00:00,2023-12-08 00:00:00
TICK00732,CUST0091,TECH0098,NODE0040,Critical,Open,Hardware Failure,2024-01-04 00:00:00,
