CommunicationId,CustomerId,PolicyId,CommunicationType,CommunicationDate,Summary
CHID-1935,CID-301,PID-757,Email,2022-03-15,Customer called to inquire about their most recent bill and payment due dates.
CHID-1936,CID-301,PID-758,SMS,2023-10-25,Customer called to ask specific questions regarding coverage limits.
CHID-1937,CID-301,PID-758,Phone Call,2023-07-07,Customer complained about a previous claim's handling.
CHID-1938,CID-302,PID-759,Email,2025-03-30,Request clarification on a recent claim status.
CHID-1939,CID-302,PID-759,SMS,2025-09-07,Customer called to update their policy information and address changes.
CHID-1940,CID-302,PID-759,SMS,2025-05-01,Customer complained about a previous claim's handling.
CHID-1941,CID-302,PID-760,SMS,2021-06-08,Customer called to ask specific questions regarding coverage limits.
CHID-1942,CID-302,PID-760,Email,2021-04-23,Customer called to ask specific questions regarding coverage limits.
CHID-1943,CID-302,PID-760,SMS,2021-01-31,Customer called to inquire about their most recent bill and payment due dates.
CHID-1944,CID-302,PID-760,SMS,2021-06-10,"Customer sought assistance for canceling their policy, asking about the process."
CHID-1945,CID-303,PID-761,Phone Call,2024-12-07,Request for documents related to the policy was made.
CHID-1946,CID-303,PID-761,Phone Call,2024-12-22,Inquired about potential premium increases for the upcoming renewal.
CHID-1947,CID-304,PID-762,Email,2022-05-21,Request for documents related to the policy was made.
CHID-1948,CID-304,PID-763,Email,2025-04-08,Inquired about potential premium increases for the upcoming renewal.
CHID-1949,CID-304,PID-763,Phone Call,2025-04-26,Customer wanted to know about discounts available for bundling policies.
CHID-1950,CID-304,PID-763,Email,2024-10-10,Customer called to update their policy information and address changes.
CHID-1951,CID-304,PID-763,Phone Call,2024-12-24,Customer complained about a previous claim's handling.
CHID-1952,CID-305,PID-764,Phone Call,2023-10-29,Customer called to inquire about their most recent bill and payment due dates.
CHID-1953,CID-305,PID-764,Phone Call,2023-11-16,Request clarification on a recent claim status.
CHID-1954,CID-305,PID-764,Phone Call,2023-06-03,Request clarification on a recent claim status.
CHID-1955,CID-305,PID-765,SMS,2025-02-12,Request for documents related to the policy was made.
CHID-1956,CID-305,PID-765,Phone Call,2025-06-07,"Customer sought assistance for canceling their policy, asking about the process."
CHID-1957,CID-305,PID-766,SMS,2025-11-12,"Customer sought assistance for canceling their policy, asking about the process."
CHID-1958,CID-305,PID-766,Phone Call,2025-11-12,Customer called to ask specific questions regarding coverage limits.
CHID-1959,CID-305,PID-766,SMS,2025-10-16,Customer called to inquire about their most recent bill and payment due dates.
CHID-1960,CID-305,PID-766,Phone Call,2025-05-06,"Customer sought assistance for canceling their policy, asking about the process."
CHID-1961,CID-305,PID-767,SMS,2025-03-17,"Customer sought assistance for canceling their policy, asking about the process."
CHID-1962,CID-305,PID-767,Phone Call,2025-05-20,Request clarification on a recent claim status.
CHID-1963,CID-306,PID-768,Phone Call,2022-08-21,Customer called to ask specific questions regarding coverage limits.
CHID-1964,CID-306,PID-768,Email,2022-11-21,Customer wanted to know about discounts available for bundling policies.
CHID-1965,CID-306,PID-768,SMS,2022-05-19,"Customer sought assistance for canceling their policy, asking about the process."
CHID-1966,CID-307,PID-769,Phone Call,2021-08-22,Customer called to update their policy information and address changes.
CHID-1967,CID-307,PID-769,Phone Call,2021-06-07,"Customer sought assistance for canceling their policy, asking about the process."
CHID-1968,CID-307,PID-769,SMS,2021-10-22,The customer wanted to know about discounts for upcoming policy renewal.
CHID-1969,CID-307,PID-769,SMS,2021-04-25,Customer complained about a previous claim's handling.
CHID-1970,CID-307,PID-770,SMS,2021-03-15,Request for documents related to the policy was made.
CHID-1971,CID-307,PID-771,Phone Call,2022-04-25,Inquired about potential premium increases for the upcoming renewal.
CHID-1972,CID-307,PID-771,Email,2023-03-11,Customer complained about a previous claim's handling.
CHID-1973,CID-307,PID-771,Phone Call,2022-09-14,Customer called to update their policy information and address changes.
CHID-1974,CID-308,PID-772,Phone Call,2024-07-18,Customer wanted to know about discounts available for bundling policies.
CHID-1975,CID-308,PID-772,Phone Call,2023-12-18,Customer called to update their policy information and address changes.
CHID-1976,CID-308,PID-772,Email,2024-07-16,Customer complained about a previous claim's handling.
CHID-1977,CID-308,PID-773,SMS,2025-01-24,Inquired about potential premium increases for the upcoming renewal.
CHID-1978,CID-308,PID-773,Phone Call,2025-01-26,Inquired about potential premium increases for the upcoming renewal.
CHID-1979,CID-308,PID-773,Phone Call,2024-03-13,Customer called to ask specific questions regarding coverage limits.
CHID-1980,CID-308,PID-774,Phone Call,2021-03-08,"Customer sought assistance for canceling their policy, asking about the process."
CHID-1981,CID-308,PID-774,Phone Call,2021-08-11,Request for documents related to the policy was made.
CHID-1982,CID-308,PID-774,SMS,2021-10-11,The customer wanted to know about discounts for upcoming policy renewal.
CHID-1983,CID-309,PID-775,SMS,2024-10-05,Request clarification on a recent claim status.
CHID-1984,CID-309,PID-775,Email,2024-11-09,Customer called to update their policy information and address changes.
CHID-1985,CID-310,PID-776,SMS,2022-10-26,"Customer sought assistance for canceling their policy, asking about the process."
CHID-1986,CID-310,PID-777,SMS,2020-03-21,Inquired about potential premium increases for the upcoming renewal.
CHID-1987,CID-310,PID-778,SMS,2022-10-16,Request for documents related to the policy was made.
CHID-1988,CID-310,PID-778,Email,2022-06-17,Request clarification on a recent claim status.
CHID-1989,CID-310,PID-778,SMS,2022-06-04,Inquired about potential premium increases for the upcoming renewal.
CHID-1990,CID-310,PID-778,Email,2022-06-01,Inquired about potential premium increases for the upcoming renewal.
CHID-1991,CID-311,PID-779,SMS,2024-07-07,Request clarification on a recent claim status.
CHID-1992,CID-311,PID-779,Email,2023-10-22,Inquired about potential premium increases for the upcoming renewal.
CHID-1993,CID-311,PID-779,SMS,2024-04-29,Customer called to inquire about their most recent bill and payment due dates.
CHID-1994,CID-312,PID-780,Email,2021-01-27,Request clarification on a recent claim status.
CHID-1995,CID-313,PID-781,Email,2024-09-15,Customer called to update their policy information and address changes.
CHID-1996,CID-313,PID-782,SMS,2025-11-12,"Customer sought assistance for canceling their policy, asking about the process."
CHID-1997,CID-313,PID-783,Phone Call,2025-09-24,"Customer sought assistance for canceling their policy, asking about the process."
CHID-1998,CID-313,PID-783,Phone Call,2025-07-12,Request for documents related to the policy was made.
CHID-1999,CID-314,PID-784,Email,2022-10-17,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2000,CID-314,PID-784,Phone Call,2023-06-19,Customer complained about a previous claim's handling.
CHID-2001,CID-314,PID-785,Email,2024-09-17,Customer complained about a previous claim's handling.
CHID-2002,CID-314,PID-785,SMS,2024-04-03,Customer called to ask specific questions regarding coverage limits.
CHID-2003,CID-315,PID-786,Phone Call,2025-05-28,Customer complained about a previous claim's handling.
CHID-2004,CID-315,PID-786,Phone Call,2025-04-06,Inquired about potential premium increases for the upcoming renewal.
CHID-2005,CID-315,PID-786,Email,2025-07-17,Customer called to ask specific questions regarding coverage limits.
CHID-2006,CID-315,PID-786,Phone Call,2025-10-19,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2007,CID-315,PID-787,Phone Call,2020-12-07,Customer called to update their policy information and address changes.
CHID-2008,CID-315,PID-787,Email,2020-08-11,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2009,CID-315,PID-788,Email,2024-10-17,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2010,CID-315,PID-788,SMS,2024-09-15,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2011,CID-315,PID-788,Email,2024-02-29,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2012,CID-315,PID-788,SMS,2024-08-09,Request clarification on a recent claim status.
CHID-2013,CID-316,PID-789,Email,2025-03-23,Customer complained about a previous claim's handling.
CHID-2014,CID-316,PID-789,Email,2024-09-30,Customer wanted to know about discounts available for bundling policies.
CHID-2015,CID-316,PID-790,SMS,2023-06-19,Customer called to update their policy information and address changes.
CHID-2016,CID-316,PID-791,Email,2025-02-28,Request for documents related to the policy was made.
CHID-2017,CID-316,PID-791,SMS,2025-02-02,Inquired about potential premium increases for the upcoming renewal.
CHID-2018,CID-317,PID-792,SMS,2025-08-11,Request for documents related to the policy was made.
CHID-2019,CID-318,PID-793,SMS,2022-07-07,Request for documents related to the policy was made.
CHID-2020,CID-318,PID-793,Email,2022-11-13,Customer wanted to know about discounts available for bundling policies.
CHID-2021,CID-318,PID-794,SMS,2024-01-30,Request clarification on a recent claim status.
CHID-2022,CID-318,PID-795,SMS,2020-08-31,Customer complained about a previous claim's handling.
CHID-2023,CID-318,PID-795,Phone Call,2020-06-27,Request clarification on a recent claim status.
CHID-2024,CID-318,PID-795,Phone Call,2020-09-11,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2025,CID-319,PID-796,SMS,2025-10-18,Customer called to inquire about their most recent bill and payment due dates.
CHID-2026,CID-319,PID-796,Phone Call,2025-07-18,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2027,CID-319,PID-796,SMS,2025-09-01,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2028,CID-319,PID-796,Email,2025-11-12,Request for documents related to the policy was made.
CHID-2029,CID-319,PID-797,SMS,2021-01-29,Customer wanted to know about discounts available for bundling policies.
CHID-2030,CID-319,PID-797,Email,2020-07-24,Customer called to ask specific questions regarding coverage limits.
CHID-2031,CID-319,PID-798,Email,2024-11-20,Request clarification on a recent claim status.
CHID-2032,CID-319,PID-798,SMS,2025-02-21,Customer called to inquire about their most recent bill and payment due dates.
CHID-2033,CID-319,PID-798,SMS,2024-08-14,Customer wanted to know about discounts available for bundling policies.
CHID-2034,CID-319,PID-799,Phone Call,2023-03-21,Customer called to update their policy information and address changes.
CHID-2035,CID-319,PID-799,Email,2022-10-18,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2036,CID-319,PID-799,Email,2022-07-15,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2037,CID-319,PID-799,SMS,2023-04-10,Customer called to ask specific questions regarding coverage limits.
CHID-2038,CID-320,PID-800,Phone Call,2023-06-29,Request for documents related to the policy was made.
CHID-2039,CID-320,PID-800,SMS,2023-11-28,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2040,CID-320,PID-800,Phone Call,2023-10-18,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2041,CID-320,PID-801,Phone Call,2025-11-12,Request clarification on a recent claim status.
CHID-2042,CID-320,PID-801,SMS,2025-11-12,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2043,CID-320,PID-802,Email,2021-05-31,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2044,CID-320,PID-802,SMS,2021-04-09,Request clarification on a recent claim status.
CHID-2045,CID-321,PID-803,SMS,2021-08-16,Inquired about potential premium increases for the upcoming renewal.
CHID-2046,CID-321,PID-803,SMS,2022-01-30,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2047,CID-321,PID-804,SMS,2020-09-12,Request clarification on a recent claim status.
CHID-2048,CID-321,PID-804,SMS,2021-05-21,Customer wanted to know about discounts available for bundling policies.
CHID-2049,CID-322,PID-805,Email,2023-06-26,Request for documents related to the policy was made.
CHID-2050,CID-322,PID-805,Phone Call,2022-11-21,Request clarification on a recent claim status.
CHID-2051,CID-322,PID-806,Email,2024-09-04,Customer wanted to know about discounts available for bundling policies.
CHID-2052,CID-322,PID-807,Phone Call,2025-11-12,Customer wanted to know about discounts available for bundling policies.
CHID-2053,CID-323,PID-808,Phone Call,2022-12-08,Customer called to inquire about their most recent bill and payment due dates.
CHID-2054,CID-323,PID-808,Phone Call,2023-02-24,Inquired about potential premium increases for the upcoming renewal.
CHID-2055,CID-323,PID-808,SMS,2023-02-04,Customer called to ask specific questions regarding coverage limits.
CHID-2056,CID-323,PID-809,Email,2024-03-01,Customer called to update their policy information and address changes.
CHID-2057,CID-323,PID-809,Phone Call,2023-06-21,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2058,CID-323,PID-809,Email,2023-08-13,Request for documents related to the policy was made.
CHID-2059,CID-323,PID-809,SMS,2024-04-30,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2060,CID-323,PID-810,Email,2020-11-03,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2061,CID-323,PID-811,Email,2021-11-07,Customer wanted to know about discounts available for bundling policies.
CHID-2062,CID-323,PID-811,Phone Call,2021-12-27,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2063,CID-323,PID-811,Phone Call,2021-11-05,Customer called to update their policy information and address changes.
CHID-2064,CID-323,PID-811,Phone Call,2021-05-25,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2065,CID-324,PID-812,Email,2021-02-23,Customer called to inquire about their most recent bill and payment due dates.
CHID-2066,CID-325,PID-813,Phone Call,2023-09-04,Request for documents related to the policy was made.
CHID-2067,CID-325,PID-813,Phone Call,2024-06-08,Request clarification on a recent claim status.
CHID-2068,CID-325,PID-813,Email,2024-03-03,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2069,CID-325,PID-814,Email,2023-07-31,Request for documents related to the policy was made.
CHID-2070,CID-325,PID-814,SMS,2023-08-10,Request for documents related to the policy was made.
CHID-2071,CID-326,PID-815,Email,2022-06-09,Customer called to ask specific questions regarding coverage limits.
CHID-2072,CID-326,PID-815,Email,2022-10-23,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2073,CID-326,PID-815,SMS,2022-09-22,Request clarification on a recent claim status.
CHID-2074,CID-326,PID-816,SMS,2025-01-07,Request clarification on a recent claim status.
CHID-2075,CID-326,PID-816,SMS,2025-06-03,Customer called to inquire about their most recent bill and payment due dates.
CHID-2076,CID-326,PID-816,SMS,2024-12-24,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2077,CID-326,PID-816,SMS,2024-12-07,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2078,CID-326,PID-817,Phone Call,2022-09-28,Customer called to update their policy information and address changes.
CHID-2079,CID-326,PID-817,Email,2022-05-31,Customer complained about a previous claim's handling.
CHID-2080,CID-326,PID-818,Phone Call,2022-09-07,Customer called to ask specific questions regarding coverage limits.
CHID-2081,CID-326,PID-818,Email,2022-03-16,Customer called to inquire about their most recent bill and payment due dates.
CHID-2082,CID-326,PID-818,Email,2022-09-17,Customer called to inquire about their most recent bill and payment due dates.
CHID-2083,CID-327,PID-819,SMS,2022-05-25,Customer called to ask specific questions regarding coverage limits.
CHID-2084,CID-327,PID-819,SMS,2022-03-02,Inquired about potential premium increases for the upcoming renewal.
CHID-2085,CID-327,PID-820,Email,2025-11-12,Customer called to update their policy information and address changes.
CHID-2086,CID-328,PID-821,SMS,2025-11-12,Customer wanted to know about discounts available for bundling policies.
CHID-2087,CID-328,PID-821,Phone Call,2025-07-23,Customer called to ask specific questions regarding coverage limits.
CHID-2088,CID-328,PID-821,Email,2025-05-30,Customer called to ask specific questions regarding coverage limits.
CHID-2089,CID-328,PID-822,SMS,2022-08-24,Customer called to inquire about their most recent bill and payment due dates.
CHID-2090,CID-328,PID-822,Phone Call,2022-08-07,Request for documents related to the policy was made.
CHID-2091,CID-328,PID-822,SMS,2022-10-17,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2092,CID-328,PID-822,SMS,2023-01-07,Customer wanted to know about discounts available for bundling policies.
CHID-2093,CID-328,PID-823,Email,2023-04-16,Customer called to update their policy information and address changes.
CHID-2094,CID-328,PID-823,Email,2023-09-05,Customer called to inquire about their most recent bill and payment due dates.
CHID-2095,CID-329,PID-824,Phone Call,2022-06-21,Customer wanted to know about discounts available for bundling policies.
CHID-2096,CID-330,PID-825,Email,2022-01-27,Customer complained about a previous claim's handling.
CHID-2097,CID-330,PID-825,Email,2021-12-27,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2098,CID-330,PID-825,Phone Call,2022-10-22,Customer called to inquire about their most recent bill and payment due dates.
CHID-2099,CID-330,PID-826,Phone Call,2023-01-11,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2100,CID-330,PID-826,Email,2022-03-29,Customer complained about a previous claim's handling.
CHID-2101,CID-331,PID-827,Phone Call,2021-09-10,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2102,CID-331,PID-827,SMS,2021-05-30,Customer wanted to know about discounts available for bundling policies.
CHID-2103,CID-331,PID-827,Phone Call,2021-05-02,Inquired about potential premium increases for the upcoming renewal.
CHID-2104,CID-331,PID-828,Phone Call,2020-09-26,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2105,CID-331,PID-828,SMS,2020-10-13,Customer complained about a previous claim's handling.
CHID-2106,CID-331,PID-828,SMS,2021-07-26,Customer called to ask specific questions regarding coverage limits.
CHID-2107,CID-331,PID-828,SMS,2020-10-27,Inquired about potential premium increases for the upcoming renewal.
CHID-2108,CID-332,PID-829,Email,2024-11-18,Customer wanted to know about discounts available for bundling policies.
CHID-2109,CID-332,PID-829,Email,2024-04-18,Customer called to ask specific questions regarding coverage limits.
CHID-2110,CID-332,PID-830,Phone Call,2022-04-22,Inquired about potential premium increases for the upcoming renewal.
CHID-2111,CID-332,PID-831,Email,2025-11-12,Customer called to inquire about their most recent bill and payment due dates.
CHID-2112,CID-332,PID-831,Phone Call,2025-11-12,Customer complained about a previous claim's handling.
CHID-2113,CID-332,PID-832,Phone Call,2023-07-12,Customer wanted to know about discounts available for bundling policies.
CHID-2114,CID-332,PID-832,Phone Call,2023-10-02,Customer called to inquire about their most recent bill and payment due dates.
CHID-2115,CID-332,PID-832,SMS,2023-05-15,Inquired about potential premium increases for the upcoming renewal.
CHID-2116,CID-333,PID-833,Email,2021-12-26,Customer called to inquire about their most recent bill and payment due dates.
CHID-2117,CID-333,PID-833,Email,2021-11-11,Request for documents related to the policy was made.
CHID-2118,CID-333,PID-834,Phone Call,2023-08-26,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2119,CID-334,PID-835,SMS,2023-04-18,Customer complained about a previous claim's handling.
CHID-2120,CID-334,PID-836,Phone Call,2021-02-17,Inquired about potential premium increases for the upcoming renewal.
CHID-2121,CID-334,PID-836,SMS,2021-03-21,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2122,CID-334,PID-837,SMS,2024-07-03,Customer called to update their policy information and address changes.
CHID-2123,CID-335,PID-838,Phone Call,2022-03-09,Customer wanted to know about discounts available for bundling policies.
CHID-2124,CID-335,PID-839,SMS,2021-05-24,Inquired about potential premium increases for the upcoming renewal.
CHID-2125,CID-335,PID-839,Phone Call,2021-08-21,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2126,CID-335,PID-840,SMS,2025-11-12,Customer called to ask specific questions regarding coverage limits.
CHID-2127,CID-335,PID-840,Phone Call,2025-07-22,Customer complained about a previous claim's handling.
CHID-2128,CID-335,PID-840,Email,2025-11-12,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2129,CID-335,PID-840,Phone Call,2025-09-01,Customer called to update their policy information and address changes.
CHID-2130,CID-336,PID-841,Phone Call,2021-09-19,Customer complained about a previous claim's handling.
CHID-2131,CID-336,PID-841,SMS,2022-03-11,Request clarification on a recent claim status.
CHID-2132,CID-336,PID-842,Phone Call,2023-09-01,Customer called to inquire about their most recent bill and payment due dates.
CHID-2133,CID-336,PID-842,SMS,2023-03-21,Customer complained about a previous claim's handling.
CHID-2134,CID-336,PID-843,Email,2024-01-01,Customer called to update their policy information and address changes.
CHID-2135,CID-336,PID-844,Email,2024-12-25,Customer complained about a previous claim's handling.
CHID-2136,CID-337,PID-845,SMS,2023-01-16,Customer called to ask specific questions regarding coverage limits.
CHID-2137,CID-337,PID-845,SMS,2023-05-11,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2138,CID-337,PID-846,SMS,2023-10-23,Customer called to inquire about their most recent bill and payment due dates.
CHID-2139,CID-337,PID-846,Phone Call,2023-03-22,Customer complained about a previous claim's handling.
CHID-2140,CID-337,PID-846,Email,2023-05-08,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2141,CID-337,PID-846,Phone Call,2023-08-22,Request clarification on a recent claim status.
CHID-2142,CID-338,PID-847,Email,2023-07-10,Customer called to inquire about their most recent bill and payment due dates.
CHID-2143,CID-339,PID-848,Phone Call,2025-11-12,Customer wanted to know about discounts available for bundling policies.
CHID-2144,CID-339,PID-848,SMS,2025-07-02,Customer wanted to know about discounts available for bundling policies.
CHID-2145,CID-339,PID-848,SMS,2025-09-18,Inquired about potential premium increases for the upcoming renewal.
CHID-2146,CID-339,PID-848,Phone Call,2025-06-25,Request clarification on a recent claim status.
CHID-2147,CID-339,PID-849,Email,2021-12-16,Customer wanted to know about discounts available for bundling policies.
CHID-2148,CID-339,PID-849,Email,2021-08-30,Customer called to update their policy information and address changes.
CHID-2149,CID-339,PID-850,Email,2023-10-25,Customer complained about a previous claim's handling.
CHID-2150,CID-339,PID-850,Email,2023-12-29,Customer called to update their policy information and address changes.
CHID-2151,CID-340,PID-851,Email,2023-05-08,Customer complained about a previous claim's handling.
CHID-2152,CID-340,PID-851,SMS,2023-02-17,Request for documents related to the policy was made.
CHID-2153,CID-340,PID-852,Email,2023-08-14,Request for documents related to the policy was made.
CHID-2154,CID-340,PID-853,Email,2021-03-01,Request for documents related to the policy was made.
CHID-2155,CID-340,PID-853,SMS,2021-06-26,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2156,CID-341,PID-854,Email,2025-11-12,Customer called to ask specific questions regarding coverage limits.
CHID-2157,CID-341,PID-855,SMS,2021-10-03,Request for documents related to the policy was made.
CHID-2158,CID-341,PID-855,SMS,2021-10-09,Customer called to inquire about their most recent bill and payment due dates.
CHID-2159,CID-341,PID-855,SMS,2021-08-28,Customer called to update their policy information and address changes.
CHID-2160,CID-341,PID-856,Email,2024-07-05,Request clarification on a recent claim status.
CHID-2161,CID-341,PID-856,Email,2024-06-08,Customer wanted to know about discounts available for bundling policies.
CHID-2162,CID-342,PID-857,Email,2022-10-14,Customer called to update their policy information and address changes.
CHID-2163,CID-342,PID-857,Email,2023-03-22,Customer called to inquire about their most recent bill and payment due dates.
CHID-2164,CID-342,PID-857,Email,2022-10-12,Request for documents related to the policy was made.
CHID-2165,CID-342,PID-857,SMS,2022-11-23,Customer called to inquire about their most recent bill and payment due dates.
CHID-2166,CID-342,PID-858,SMS,2021-03-30,Customer wanted to know about discounts available for bundling policies.
CHID-2167,CID-342,PID-859,Email,2021-12-09,Customer called to ask specific questions regarding coverage limits.
CHID-2168,CID-342,PID-859,SMS,2022-08-11,Customer wanted to know about discounts available for bundling policies.
CHID-2169,CID-343,PID-860,SMS,2025-10-01,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2170,CID-343,PID-860,SMS,2025-04-23,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2171,CID-343,PID-860,Email,2025-11-12,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2172,CID-343,PID-860,SMS,2025-11-12,Request clarification on a recent claim status.
CHID-2173,CID-344,PID-861,Email,2021-12-29,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2174,CID-344,PID-861,Email,2021-08-08,Customer called to inquire about their most recent bill and payment due dates.
CHID-2175,CID-344,PID-861,Phone Call,2021-11-17,Inquired about potential premium increases for the upcoming renewal.
CHID-2176,CID-345,PID-862,Phone Call,2025-01-01,Customer called to ask specific questions regarding coverage limits.
CHID-2177,CID-345,PID-863,SMS,2023-10-18,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2178,CID-346,PID-864,SMS,2021-11-26,Customer called to update their policy information and address changes.
CHID-2179,CID-346,PID-865,SMS,2022-08-09,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2180,CID-346,PID-865,SMS,2022-09-22,Request clarification on a recent claim status.
CHID-2181,CID-346,PID-866,Phone Call,2022-11-05,Inquired about potential premium increases for the upcoming renewal.
CHID-2182,CID-346,PID-866,Phone Call,2022-06-01,Request clarification on a recent claim status.
CHID-2183,CID-346,PID-866,SMS,2022-03-22,Customer wanted to know about discounts available for bundling policies.
CHID-2184,CID-346,PID-866,Phone Call,2022-06-29,Request for documents related to the policy was made.
CHID-2185,CID-347,PID-867,Email,2025-11-09,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2186,CID-347,PID-867,SMS,2025-11-12,Customer called to inquire about their most recent bill and payment due dates.
CHID-2187,CID-347,PID-867,Email,2025-11-12,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2188,CID-347,PID-867,Email,2025-11-12,Customer called to inquire about their most recent bill and payment due dates.
CHID-2189,CID-347,PID-868,Email,2024-11-29,Customer wanted to know about discounts available for bundling policies.
CHID-2190,CID-347,PID-869,Email,2022-02-05,Customer complained about a previous claim's handling.
CHID-2191,CID-347,PID-869,SMS,2021-08-05,Request for documents related to the policy was made.
CHID-2192,CID-347,PID-869,SMS,2022-05-30,Customer wanted to know about discounts available for bundling policies.
CHID-2193,CID-347,PID-869,SMS,2021-10-19,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2194,CID-347,PID-870,Phone Call,2022-09-24,Customer complained about a previous claim's handling.
CHID-2195,CID-347,PID-870,Phone Call,2022-06-21,Inquired about potential premium increases for the upcoming renewal.
CHID-2196,CID-348,PID-871,Email,2021-07-10,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2197,CID-348,PID-871,Email,2021-08-20,Customer called to update their policy information and address changes.
CHID-2198,CID-349,PID-872,Phone Call,2021-08-15,Request clarification on a recent claim status.
CHID-2199,CID-349,PID-873,SMS,2020-09-19,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2200,CID-350,PID-874,Email,2021-04-04,Customer called to ask specific questions regarding coverage limits.
CHID-2201,CID-350,PID-875,SMS,2022-09-24,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2202,CID-351,PID-876,Email,2021-11-17,Request clarification on a recent claim status.
CHID-2203,CID-351,PID-876,Email,2021-10-17,Request for documents related to the policy was made.
CHID-2204,CID-352,PID-877,SMS,2023-05-29,Request for documents related to the policy was made.
CHID-2205,CID-352,PID-877,Phone Call,2023-09-11,Customer called to inquire about their most recent bill and payment due dates.
CHID-2206,CID-352,PID-877,SMS,2023-08-19,Customer complained about a previous claim's handling.
CHID-2207,CID-352,PID-878,Phone Call,2025-11-12,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2208,CID-352,PID-878,Email,2025-11-12,Customer called to ask specific questions regarding coverage limits.
CHID-2209,CID-352,PID-878,SMS,2025-11-12,Inquired about potential premium increases for the upcoming renewal.
CHID-2210,CID-352,PID-879,SMS,2024-10-14,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2211,CID-353,PID-880,Phone Call,2020-07-04,Customer called to inquire about their most recent bill and payment due dates.
CHID-2212,CID-353,PID-881,Phone Call,2023-11-30,Request clarification on a recent claim status.
CHID-2213,CID-353,PID-881,Phone Call,2023-11-26,Customer complained about a previous claim's handling.
CHID-2214,CID-353,PID-881,Email,2024-07-19,Customer called to inquire about their most recent bill and payment due dates.
CHID-2215,CID-353,PID-882,Phone Call,2021-06-07,Customer wanted to know about discounts available for bundling policies.
CHID-2216,CID-353,PID-882,SMS,2020-12-29,Request clarification on a recent claim status.
CHID-2217,CID-353,PID-882,Phone Call,2020-11-20,Customer wanted to know about discounts available for bundling policies.
CHID-2218,CID-353,PID-882,SMS,2021-02-16,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2219,CID-353,PID-883,SMS,2023-03-19,Request for documents related to the policy was made.
CHID-2220,CID-353,PID-883,Email,2023-04-29,Customer called to update their policy information and address changes.
CHID-2221,CID-354,PID-884,Email,2021-11-27,Request clarification on a recent claim status.
CHID-2222,CID-354,PID-885,Phone Call,2025-11-12,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2223,CID-354,PID-885,Email,2025-03-24,Request for documents related to the policy was made.
CHID-2224,CID-354,PID-885,Phone Call,2025-05-31,Request clarification on a recent claim status.
CHID-2225,CID-354,PID-885,Email,2025-05-28,Request clarification on a recent claim status.
